,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[13. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.878642191142191,-0.671794871794872,-0.416083916083916,-0.13986013986014,-1,-0.897202797202797,-0.708041958041958,-0.464646464646465,-0.18982128982129,0.094017094017094,-0.752525252525252,-0.518550893550894,-0.245629370629371,0.0489024864024864,-0.305944055944056,0,0.31981351981352,0.303030303030303,-0.862937062937063,-0.666317016317016,-0.433566433566434,-0.175786713286713,0.0914918414918415,-0.493006993006993,-0.232517482517483,0.0476592851592852,0.327972027972028,0,0.31029526029526,0.641608391608392,-0.232323232323232,0.0412684537684538,0.317637917637918,0.301165501165501,0.602797202797203,0.604895104895105,-0.582284382284382,-0.317599067599068,-0.0407925407925408,0.231410256410256,0.481585081585082,-0.0953768453768454,0.195697358197358,0.47039627039627,0.465889665889666,0.734965034965035,0.184188034188034,0.458508158508159,0.699300699300699,0.732867132867133,0.93006993006993,0.594405594405594,0.804195804195804,0.965034965034965,-0.18958818958819,0.101204351204351,0.370881895881896,0.602952602952603,0.346309246309246,0.604662004662005,0.808391608391608,0.839160839160839,0.594405594405594,0.804195804195804,0.965034965034965,0.892540792540793,0.976689976689977,1,0.249417249417249,0.508041958041958,0.714374514374514,0.865034965034965,0.727272727272727,0.887762237762238,0.986013986013986,0.892540792540793,0.976689976689977,1,1,0.641025641025641,0.813986013986014,0.924475524475525,0.94988344988345,0.990675990675991,1,1,0.8999222999223,0.968997668997669,0.995337995337995,1,1,1,1,1,1,1,1,1
[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.908624708624709,-0.738927738927739,-0.501165501165501,-0.188811188811189,-1,-0.923853923853924,-0.782051282051282,-0.587412587412587,-0.335819735819736,-0.0034965034965035,-0.825951825951826,-0.661227661227661,-0.451748251748252,-0.179176379176379,-0.547319347319347,-0.31981351981352,0,-0.174825174825175,-0.902097902097902,-0.74980574980575,-0.56021756021756,-0.331468531468531,-0.0533022533022533,-0.641802641802642,-0.444133644133644,-0.200854700854701,0.111577311577312,-0.327972027972028,-0.0533022533022533,0.164335664335664,-0.454545454545455,-0.231080031080031,0.0433566433566434,-0.0966588966588967,0.241258741258741,0.160839160839161,-0.695415695415695,-0.48018648018648,-0.233255633255633,0.0507381507381507,0.379020979020979,-0.351981351981352,-0.0937839937839938,0.215928515928516,0.0632478632478632,0.440559440559441,-0.134421134421134,0.144988344988345,0.47972027972028,0.335664335664336,0.65034965034965,0.241647241647242,0.551515151515152,0.783216783216783,-0.396270396270396,-0.134421134421134,0.151282051282051,0.461072261072261,0.011033411033411,0.313053613053613,0.656643356643357,0.510489510489511,0.241647241647242,0.551515151515152,0.783216783216783,0.617715617715618,0.892773892773893,0.906759906759907,-0.034965034965035,0.248329448329448,0.537529137529138,0.815384615384615,0.402952602952603,0.704662004662005,0.888111888111888,0.617715617715618,0.892773892773893,0.906759906759907,1,0.341880341880342,0.608391608391608,0.847086247086247,0.749184149184149,0.959207459207459,0.906759906759907,1,0.673659673659674,0.875990675990676,1,0.962703962703963,1,0.902097902097902,1,1,1,1,1,1
[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.867288267288267,-0.575757575757576,-0.195804195804196,-1,-1,-0.923853923853924,-0.703962703962704,-0.353535353535354,0.0481740481740482,-0.961926961926962,-0.815850815850816,-0.51981351981352,-0.112043512043512,-0.687645687645688,-0.303030303030303,0.174825174825175,0,-1,-0.918414918414918,-0.725718725718726,-0.435897435897436,-0.0859362859362859,-0.829059829059829,-0.584770784770785,-0.241647241647242,0.15042735042735,-0.421756021756022,0,0.384615384615385,-0.648795648795649,-0.360683760683761,0,-0.164879564879565,0.27972027972028,0.104895104895105,-0.912975912975913,-0.707847707847708,-0.401709401709402,-0.0374514374514375,0.328049728049728,-0.56021756021756,-0.198601398601399,0.208702408702409,0.0582750582750583,0.524475524475524,-0.327738927738928,0.0483294483294483,0.434965034965035,0.34965034965035,0.65034965034965,0.0966588966588967,0.493240093240093,0.827505827505827,-0.68997668997669,-0.367521367521368,0.011033411033411,0.381818181818182,-0.155555555555556,0.266977466977467,0.639160839160839,0.601398601398601,0.0966588966588967,0.493240093240093,0.827505827505827,0.551515151515152,0.855477855477855,0.8997668997669,-0.333333333333333,0.0595182595182595,0.435586635586636,0.731468531468531,0.325252525252525,0.697435897435897,0.948717948717949,0.551515151515152,0.855477855477855,0.8997668997669,1,0.108003108003108,0.489355089355089,0.775291375291375,0.755710955710956,0.955710955710956,0.8997668997669,1,0.543123543123543,0.819114219114219,0.962703962703963,0.981351981351981,1,0.862937062937063,0.981351981351981,1,1,1,1,1
[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],-1,-1,-0.93006993006993,-0.812587412587413,-0.667132867132867,-0.510489510489511,-0.356643356643357,-0.730769230769231,-0.48951048951049,-0.27972027972028,-0.102097902097902,0.0454545454545455,0.167832167832168,0.244755244755245,0.370629370629371,0.471328671328671,0.559440559440559,0.823776223776224,0.862937062937063,0.902097902097902,1,0,0.187062937062937,0.328671328671329,0.441958041958042,0.53986013986014,0.79020979020979,0.823776223776224,0.862937062937063,0.902097902097902,1,1,1,1,1,1,1,1,1,0.692307692307692,0.732517482517482,0.781818181818182,0.833566433566434,0.882517482517483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-0.907692307692308,-0.779020979020979,-0.63986013986014,-0.499222999222999,-0.35955710955711,-0.726107226107226,-0.526456876456876,-0.351748251748252,-0.193278943278943,-0.0473581973581974,0.0855672105672106,-0,0.147241647241647,0.277972027972028,0.394638694638695,0.579020979020979,0.666317016317016,0.74980574980575,0.918414918414918,-0.187062937062937,0,0.154817404817405,0.289393939393939,0.409731934731935,0.509324009324009,0.604312354312354,0.689432789432789,0.77020202020202,0.891491841491841,0.929292929292929,1,0.877622377622378,0.908624708624709,0.94017094017094,1,1,1,0.407925407925408,0.509324009324009,0.6002331002331,0.684537684537684,0.766122766122766,0.846736596736597,0.887412587412587,0.926845376845377,1,1,1,1,1,1,1,1,1,1,0.854312354312354,0.877622377622378,0.908624708624709,0.94017094017094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-0.892773892773893,-0.763403263403263,-0.632756132756133,-0.503108003108003,-0.372127872127872,-0.737762237762238,-0.571095571095571,-0.420745920745921,-0.278665778665779,-0.139277389277389,-0.000971250971250971,-0.188034188034188,-0.0471380471380471,0.0908813408813409,0.227078477078477,0.305361305361305,0.433566433566434,0.56021756021756,0.725718725718726,-0.328671328671329,-0.154817404817405,0,0.14498001998002,0.284770784770785,0.240870240870241,0.371017871017871,0.496568246568247,0.62004662004662,0.674048174048174,0.774993524993525,0.951048951048951,0.645687645687646,0.738539238539239,0.824138824138824,0.926184926184926,0.965034965034965,1,0.160839160839161,0.297397047397047,0.420745920745921,0.537587412587413,0.653457653457653,0.613636363636364,0.708430458430458,0.799015799015799,0.908443408443408,0.956293706293706,0.895299145299145,0.938098938098938,0.970862470862471,1,1,1,1,1,0.632867132867133,0.709207459207459,0.782439782439782,0.853535353535353,0.895299145299145,0.938098938098938,0.970862470862471,1,1,1,1,1,1,1,0.912587412587413,0.936091686091686,0.961926961926962,0.982517482517482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.887412587412587,-0.763752913752914,-0.643190143190143,-0.524642024642025,-0.402097902097902,-0.762237762237762,-0.618181818181818,-0.489427239427239,-0.36525974025974,-0.237495837495837,-0.0984848484848485,-0.341608391608392,-0.218115218115218,-0.0906010656010656,0.0493589743589744,0.0385447885447885,0.175786713286713,0.331468531468531,0.435897435897436,-0.441958041958042,-0.289393939393939,-0.14498001998002,0,0.154195804195804,0.00116550116550117,0.137379287379287,0.283682983682984,0.446969696969697,0.390472027972028,0.543589743589744,0.783216783216783,0.372377622377622,0.510431235431235,0.657575757575758,0.724941724941725,0.856643356643357,0.947552447552448,-0.0470862470862471,0.0967365967365967,0.237495837495837,0.382226107226107,0.537995337995338,0.351981351981352,0.483537296037296,0.625058275058275,0.696037296037296,0.832167832167832,0.683449883449883,0.795571095571096,0.899300699300699,0.933566433566434,1,0.900466200466201,0.961538461538462,1,0.386946386946387,0.507575757575758,0.626806526806527,0.747785547785548,0.694871794871795,0.8004662004662,0.900699300699301,0.933566433566434,0.916783216783217,0.968181818181818,1,1,1,1,0.734265734265734,0.812354312354312,0.886713286713287,0.951048951048951,0.916783216783217,0.968181818181818,1,1,1,1,1,0.934731934731935,0.965734265734266,0.988111888111888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.892307692307692,-0.77972027972028,-0.673659673659674,-0.572649572649573,-0.468531468531469,-0.796037296037296,-0.668220668220668,-0.55982905982906,-0.457264957264957,-0.351748251748252,-0.226107226107226,-0.468065268065268,-0.370629370629371,-0.267832167832168,-0.148717948717949,-0.204079254079254,-0.0914918414918415,0.0533022533022533,0.0859362859362859,-0.53986013986014,-0.409731934731935,-0.284770784770785,-0.154195804195804,0,-0.208236208236208,-0.0881118881118881,0.0495726495726496,0.233100233100233,0.0863247863247863,0.243395493395493,0.454545454545455,0.0969308469308469,0.243939393939394,0.42991452991453,0.416627816627817,0.637296037296037,0.751048951048951,-0.222222222222222,-0.0902292152292152,0.0480963480963481,0.205244755244755,0.407925407925408,0.0894522144522144,0.228224553224553,0.398329448329448,0.394949494949495,0.598018648018648,0.40538073038073,0.566588966588967,0.772843822843823,0.720512820512821,0.953379953379953,0.681818181818182,0.838694638694639,0.941724941724942,0.147630147630148,0.28525641025641,0.436247086247086,0.616200466200466,0.432031857031857,0.584537684537685,0.777505827505828,0.729370629370629,0.717715617715618,0.864568764568765,0.953379953379953,0.91025641025641,0.988344988344988,1,0.498251748251748,0.626204351204351,0.766666666666667,0.917832167832168,0.727777777777778,0.866200466200466,0.953379953379953,0.925757575757576,0.990675990675991,1,1,0.774281274281274,0.871367521367521,0.962470862470862,0.925757575757576,0.990675990675991,1,1,0.94017094017094,0.987762237762238,1,1,1,1,1,1,1,1,1,1
[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.917249417249417,-0.762237762237762,-0.570540570540571,-0.368797868797869,-1,-0.858391608391608,-0.63986013986014,-0.404234654234654,-0.176323676323676,0.0364219114219114,-0.482517482517482,-0.198912198912199,0.0466200466200466,0.256410256410256,0.306526806526807,0.493006993006993,0.641802641802642,0.829059829059829,-0.79020979020979,-0.509324009324009,-0.240870240870241,-0.00116550116550117,0.208236208236208,0,0.247086247086247,0.441919191919192,0.599067599067599,0.688811188811189,0.798756798756799,0.972027972027972,0.476689976689977,0.63986013986014,0.764957264957265,0.928515928515929,0.965034965034965,1,-0.291375291375291,0,0.233100233100233,0.421717171717172,0.575757575757576,0.504079254079254,0.655594405594406,0.772921522921523,0.928515928515929,0.965034965034965,0.846736596736597,0.911033411033411,0.956293706293706,1,1,1,1,1,0.339160839160839,0.531468531468531,0.671328671328671,0.780885780885781,0.877622377622378,0.928515928515929,0.965034965034965,1,1,1,1,1,1,1,0.818181818181818,0.877622377622378,0.928515928515929,0.965034965034965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.915967365967366,-0.772161172161172,-0.591769341769342,-0.391441891441891,-1,-0.871328671328671,-0.691841491841492,-0.486036186036186,-0.268403818403818,-0.047979797979798,-0.6002331002331,-0.371017871017871,-0.138195138195138,0.0894327894327894,-0,0.232517482517483,0.444133644133644,0.584770784770785,-0.823776223776224,-0.604312354312354,-0.371017871017871,-0.137379287379287,0.0881118881118881,-0.247086247086247,0,0.230963480963481,0.43978243978244,0.380536130536131,0.582206682206682,0.86013986013986,0.149184149184149,0.380536130536131,0.579176379176379,0.721600621600622,0.856876456876457,0.944055944055944,-0.451748251748252,-0.194638694638695,0.0475524475524476,0.267832167832168,0.463869463869464,0.193473193473193,0.411888111888112,0.598445998445998,0.72968142968143,0.85967365967366,0.566433566433566,0.732128982128982,0.85967365967366,0.941375291375291,1,0.867599067599068,0.944055944055944,1,0.0524475524475524,0.293706293706294,0.494055944055944,0.659207459207459,0.634731934731935,0.777156177156177,0.885314685314685,0.953846153846154,0.88997668997669,0.953846153846154,1,1,1,1,0.545454545454545,0.703030303030303,0.81973581973582,0.909090909090909,0.912354312354312,0.963636363636364,1,1,1,1,1,0.877622377622378,0.934731934731935,0.973426573426573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.92534965034965,-0.7995337995338,-0.635586635586636,-0.438228438228438,-1,-0.893939393939394,-0.747863247863248,-0.575699300699301,-0.377156177156177,-0.150543900543901,-0.696503496503497,-0.518842268842269,-0.320823620823621,-0.0965617715617716,-0.267832167832168,-0.0476592851592852,0.200854700854701,0.241647241647242,-0.862937062937063,-0.689432789432789,-0.496568246568247,-0.283682983682984,-0.0495726495726496,-0.441919191919192,-0.230963480963481,0,0.251359751359751,0.0463675213675214,0.295726495726496,0.602797202797203,-0.141025641025641,0.0965617715617716,0.348277648277648,0.39033929033929,0.648951048951049,0.732867132867133,-0.582284382284382,-0.366938616938617,-0.141258741258741,0.0953185703185703,0.338306138306138,-0.0907148407148407,0.140802253302253,0.381494431494432,0.418233618233618,0.660839160839161,0.238228438228438,0.476146076146076,0.707342657342657,0.738811188811189,0.953379953379953,0.594405594405594,0.794638694638695,0.953379953379953,-0.18958818958819,0.0508935508935509,0.287995337995338,0.516550116550117,0.328166278166278,0.551100751100751,0.758041958041958,0.783449883449883,0.638694638694639,0.824475524475525,0.962703962703963,0.892540792540793,0.976689976689977,1,0.249417249417249,0.472144522144522,0.671587671587672,0.83986013986014,0.697125097125097,0.857925407925408,0.972027972027972,0.911655011655012,0.981351981351981,1,1,0.641025641025641,0.7998445998446,0.917249417249417,0.930769230769231,0.986013986013986,1,1,0.8999222999223,0.968997668997669,0.995337995337995,1,1,1,1,1,1,1,1,1
[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.942890442890443,-0.846153846153846,-0.718725718725719,-0.552447552447552,-1,-0.921678321678322,-0.81002331002331,-0.677544677544678,-0.51981351981352,-0.311188811188811,-0.77972027972028,-0.648795648795649,-0.500932400932401,-0.31981351981352,-0.49044289044289,-0.327972027972028,-0.111577311577312,-0.15042735042735,-0.902097902097902,-0.77020202020202,-0.62004662004662,-0.446969696969697,-0.233100233100233,-0.599067599067599,-0.43978243978244,-0.251359751359751,0,-0.266588966588967,-0.0521756021756022,0.174125874125874,-0.386169386169386,-0.190598290598291,0.0533022533022533,0.00497280497280497,0.306060606060606,0.335664335664336,-0.695415695415695,-0.522144522144522,-0.331468531468531,-0.109324009324009,0.174825174825175,-0.336441336441336,-0.138578088578089,0.104351204351204,0.051048951048951,0.338228438228438,-0.0859362859362859,0.153807303807304,0.46993006993007,0.368764568764569,0.738927738927739,0.241647241647242,0.518414918414918,0.745920745920746,-0.396270396270396,-0.184149184149184,0.0507381507381507,0.327972027972028,0.00932400932400932,0.251981351981352,0.55967365967366,0.452913752913753,0.295415695415695,0.573076923076923,0.785547785547786,0.617715617715618,0.885780885780886,0.906759906759907,-0.034965034965035,0.201554001554002,0.461072261072261,0.758741258741259,0.381818181818182,0.644988344988345,0.828671328671329,0.661538461538462,0.90967365967366,0.906759906759907,1,0.341880341880342,0.575757575757576,0.815384615384615,0.718414918414918,0.933566433566434,0.925407925407925,1,0.673659673659674,0.862937062937063,1,0.944055944055944,1,0.902097902097902,1,1,1,1,1,1
[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.894638694638695,-0.68997668997669,-0.424242424242424,-1,-1,-0.896853146853147,-0.680497280497281,-0.397902097902098,-0.094017094017094,-0.908624708624709,-0.684149184149184,-0.377039627039627,-0.0501942501942502,-0.364219114219114,-0,0.327972027972028,0.421756021756022,-1,-0.891491841491841,-0.674048174048174,-0.390472027972028,-0.0863247863247863,-0.688811188811189,-0.380536130536131,-0.0463675213675214,0.266588966588967,0,0.345648795648796,0.734965034965035,-0.395104895104895,-0.048951048951049,0.276923076923077,0.369308469308469,0.660839160839161,0.714685314685315,-0.862937062937063,-0.617132867132867,-0.312470862470862,0.00387529137529138,0.296969696969697,-0.302447552447552,0.048951048951049,0.363791763791764,0.455244755244755,0.716433566433566,0.0451048951048951,0.381274281274281,0.648251748251748,0.763170163170163,0.953379953379953,0.491608391608392,0.745454545454545,0.965034965034965,-0.534965034965035,-0.189393939393939,0.146853146853147,0.435431235431235,0.205244755244755,0.516550116550117,0.744055944055944,0.841258741258741,0.545454545454545,0.779370629370629,0.972027972027972,0.873426573426573,0.965034965034965,1,-0.0524475524475524,0.299417249417249,0.573892773892774,0.770629370629371,0.672261072261072,0.853146853146853,0.986013986013986,0.896503496503496,0.972027972027972,1,1,0.461538461538462,0.71048951048951,0.865034965034965,0.942657342657343,0.986013986013986,1,1,0.843356643356643,0.942657342657343,0.986013986013986,1,1,1,1,1,1,1,1,1
[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.929292929292929,-0.762237762237762,-0.497668997668998,-1,-1,-0.931701631701632,-0.775641025641026,-0.531857031857032,-0.211149961149961,-0.94017094017094,-0.794224294224294,-0.566666666666667,-0.260916860916861,-0.601398601398601,-0.31029526029526,0.0533022533022533,-0,-1,-0.929292929292929,-0.774993524993525,-0.543589743589744,-0.243395493395493,-0.798756798756799,-0.582206682206682,-0.295726495726496,0.0521756021756022,-0.345648795648796,0,0.367132867132867,-0.604506604506605,-0.332944832944833,0,-0.0525511525511526,0.344405594405594,0.288461538461538,-0.912975912975913,-0.738150738150738,-0.493240093240093,-0.190598290598291,0.15042735042735,-0.534188034188034,-0.241375291375291,0.101385651385651,0.0518000518000518,0.435431235431235,-0.284693084693085,0.0500647500647501,0.415151515151515,0.386713286713287,0.738927738927739,0.0966588966588967,0.457342657342657,0.79020979020979,-0.68997668997669,-0.415695415695416,-0.0937839937839938,0.251981351981352,-0.144832944832945,0.205633255633256,0.557575757575758,0.531468531468531,0.153807303807304,0.512354312354312,0.825174825174825,0.551515151515152,0.848484848484849,0.8997668997669,-0.333333333333333,0.00574980574980575,0.351282051282051,0.662237762237762,0.309129759129759,0.643356643356643,0.895104895104895,0.602564102564103,0.875291375291375,0.8997668997669,1,0.108003108003108,0.448329448329448,0.736363636363636,0.720512820512821,0.930652680652681,0.92016317016317,1,0.543123543123543,0.803263403263403,0.959207459207459,0.960955710955711,1,0.862937062937063,0.981351981351981,1,1,1,1,1
